sno,Hotel_Name,wifi_box,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast Cuisine1,Breakfast Cuisine2,Breakfast Cuisine3
957,Gold Palais Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
958,Aeronaut Serviced Apartments Neukölln-Kreuzberg powered by Pearl 1,yes,yes,yes,no,no,yes,yes,Continental, Vegetarian, Vegan
959,Hotel Augusta Am Kurfürstendamm,yes,yes,yes,no,yes,yes,yes,Continental,no,no
960,Scandic Berlin Kurfürstendamm,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
961,Ibis budget Berlin Potsdamer Platz,yes,no,yes,no,no,yes,yes,Continental, Vegetarian, Vegan
962,Ibis Berlin Hauptbahnhof,yes,yes,yes,no,no,yes,yes,Continental, Vegetarian, Vegan
963,"Provocateur Berlin, a Member of Design Hotels",yes,no,yes,no,yes,no,yes,Vegetarian, Vegan,no
964,Meliá Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Italian, Full English/Irish
965,Hotel Gat Point Charlie,yes,yes,no,no,no,yes,yes,Continental, Vegetarian,no
966,Grimm's Potsdamer Platz,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian,no
967,Moxy Berlin Ostbahnhof,yes,yes,yes,no,yes,yes,yes,Gluten-free,no,no
968,Estrel Berlin,yes,no,yes,yes,yes,yes,yes,Buffet,no,no
969,"Holiday Inn Berlin City Center East Prenzlauer Berg, an IHG Hotel",no,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
970,TITANIC Comfort Kurfürstendamm,yes,no,yes,no,yes,yes,yes,Buffet,no,no
971,"Holiday Inn Berlin City-West, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, American
972,Motel One Berlin-Upper West,yes,no,yes,no,yes,yes,yes,Continental,no,no
973,ibis Berlin Kurfuerstendamm,yes,no,yes,no,no,yes,yes,no,no,no
974,Select Hotel Berlin Gendarmenmarkt,yes,yes,yes,no,yes,yes,yes,Vegetarian,no,no
975,Locke at East Side Gallery,yes,no,yes,no,no,yes,yes,no,no,no
976,NH Collection Berlin Mitte Friedrichstrasse,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
977,Locke at East Side Gallery,yes,no,yes,no,no,yes,yes,no,no,no
978,NH Collection Berlin Mitte Friedrichstrasse,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
979,ibis budget Berlin Kurfürstendamm,yes,no,yes,no,no,no,yes,no,no,no
980,Sheraton Berlin Grand Hotel Esplanade,yes,yes,yes,yes,no,yes,yes,Full English/Irish,no,no
981,Arte Luise Kunsthotel,yes,no,yes,no,no,yes,yes,Buffet,no,no
982,Nena Hostel Berlin,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
983,Mövenpick Hotel Berlin Am Potsdamer Platz,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
984,Grand Hyatt Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
985,H2 Hotel Berlin-Alexanderplatz,yes,yes,yes,no,no,yes,yes,Continental,no,no
986,NH Collection Berlin Mitte am Checkpoint Charlie,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
987,Quentin XL Potsdamer Platz,yes,yes,yes,no,yes,yes,yes,Continental,no,no
988,Hotel Zoo Berlin,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
989,a&o Berlin Mitte,yes,yes,yes,no,yes,yes,yes,Continental, Buffet,no
990,IntercityHotel Berlin Hauptbahnhof,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
991,TWO Hotel Berlin by Axel - Adults Only,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish,no
992,ibis Berlin Messe,yes,yes,yes,no,no,yes,yes,no,no,no
993,Courtyard by Marriott Berlin City Center,yes,yes,yes,yes,yes,yes,yes,Continental, Vegetarian,no
994,B&B Hotel Berlin Potsdamer Platz,yes,yes,yes,no,no,yes,yes,Continental, Buffet,no
995,Hotel Indigo Berlin - East Side Gallery,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
996,Classik Hotel Hackescher Markt,yes,no,yes,no,no,yes,yes,Continental, Gluten-free,no
997,aletto Hotel Potsdamer Platz,yes,no,yes,no,yes,yes,yes,Continental, Buffet,no
998,The Westin Grand Berlin,yes,yes,yes,yes,yes,yes,yes,Continental, Gluten-free,no
999,Vienna House Easy by Wyndham Berlin Prenzlauer Berg,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1000,Hotel am Schloß Köpenick by Golden Tulip,yes,no,yes,no,yes,yes,yes,Continental,no,no
1001,a&o Berlin Friedrichshain,yes,yes,yes,no,yes,yes,yes,Continental, Buffet,no
1002,Habyt-The Waterfront,yes,no,yes,no,no,no,yes,no,no,no
1003,Hotel Adlon Kempinski Berlin,yes,no,yes,no,yes,yes,yes,Gluten-free, American,no
1004,ABACUS Tierpark Hotel,yes,yes,yes,no,yes,yes,yes,Continental, American,no
1005,TITANIC Comfort Mitte,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1006,enjoy hostel Berlin City West,yes,no,yes,no,yes,yes,yes,American,no,no
1007,Amstel House Hostel,yes,yes,yes,no,yes,yes,yes,Continental,no,no
1008,Hotel ROMY by AMANO,yes,no,yes,no,yes,yes,no,no,no,no
1009,H10 Berlin Ku'damm,yes,yes,yes,no,yes,yes,yes,Continental,no,no
1010,Motel One Berlin-Hauptbahnhof,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1011,"The Hoxton, Charlottenburg",no,yes,yes,no,yes,yes,yes,no,no,no
1012,AMANO East Side,yes,no,yes,no,yes,yes,yes,no,no,no
1013,ibis budget Berlin Alexanderplatz,yes,yes,yes,no,no,yes,yes,Vegetarian, Vegan, Gluten-free
1014,"Lindner Hotel Berlin Ku'damm, part of JdV by Hyatt",yes,yes,yes,no,no,no,yes,Vegan,no,no
1015,"Nena Apartments SPREEblau ""New Opening 2023""",yes,yes,yes,no,no,yes,yes,no,no,no
1016,Good Morning + Berlin City East,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1017,EASY Lodges Berlin,yes,yes,yes,no,yes,yes,no,no,no,no
1018,AC Hotel by Marriott Berlin Humboldthain Park,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian,no
1019,martas Hotel Allegra Berlin,yes,no,yes,no,no,yes,yes,no,no,no
1020,Victor's Residenz-Hotel Berlin,yes,yes,yes,no,yes,yes,yes,Buffet,no,no
1021,"The Ritz-Carlton, Berlin",yes,yes,yes,no,yes,yes,yes,Continental, American,no
1022,Grand Hostel Berlin Urban,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish,no
1023,H24 Berlin Lichtenberg,yes,yes,yes,no,yes,yes,yes,no,no,no
1024,"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
1025,NH Berlin Kurfürstendamm,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
1026,Hotel Berliner Bär,yes,no,yes,no,yes,yes,yes,Vegetarian, Vegan,no
1027,acom-Hotel Berlin Kurfürstendamm,yes,no,yes,no,yes,yes,yes,Continental,no,no
1028,the niu Dwarf,yes,no,yes,no,yes,yes,yes,Continental,no,no
1029,Novum Hotel Gates Berlin Charlottenburg,yes,yes,yes,no,no,yes,yes,Vegetarian,no,no
1030,Steps-Hotel,yes,yes,yes,no,yes,yes,no,Continental, Vegetarian, Vegan
1031,Yggotel Spurv,yes,no,yes,no,no,yes,yes,Continental,no,no
1032,harry's home hotel & apartments,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
1033,ibis Berlin City Potsdamer Platz,yes,no,yes,no,no,yes,yes,Continental, Buffet,no
1034,Motel Blue,yes,no,yes,no,no,yes,yes,Continental,no,no
1035,Generator Berlin Prenzlauer Berg,yes,yes,yes,no,no,yes,yes,Continental, Vegetarian,no
1036,Pegasus Hostel Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Buffet,no
1037,icke.apartments,yes,no,yes,no,no,yes,yes,no,no,no
1038,Motel One Berlin-Alexanderplatz,yes,no,yes,no,yes,yes,yes,Continental, Vegan, Buffet
1039,MOXY Berlin Humboldthain Park,yes,no,yes,no,yes,yes,yes,Continental,no,no
1040,25hours Hotel Bikini Berlin,yes,no,yes,no,yes,yes,yes,Vegetarian, Halal, Gluten-free
1041,Select Hotel Berlin The Wall,yes,no,yes,no,yes,yes,yes,Continental, Buffet,no
1042,H+ Hotel Berlin Mitte,yes,yes,yes,no,yes,yes,yes,Continental, American,no
1043,Come Inn Berlin Kurfürstendamm,yes,yes,yes,no,yes,yes,yes,Continental, American,no
1044,"Holiday Inn Berlin City East Side, an IHG Hotel",yes,no,yes,no,yes,yes,yes,Continental, Vegetarian,no
1045,"Hotel Luc, Autograph Collection",yes,no,yes,no,yes,yes,yes,Continental, American,no
1046,Leonardo Royal Hotel Berlin Alexanderplatz,yes,no,yes,yes,yes,yes,yes,Vegetarian, Vegan, Gluten-free
1047,Wyndham Garden Berlin Mitte,no,yes,yes,no,yes,yes,yes,Vegetarian, Gluten-free, American
1048,Grand Hostel Berlin Classic,yes,yes,yes,no,yes,yes,no,Continental, Full English/Irish, Vegetarian
1049,"Max Brown Hotel Ku'damm, part of Sircle Collection",yes,no,yes,no,yes,yes,yes,no,no,no
1050,Hyperion Hotel Berlin,yes,yes,yes,no,yes,yes,yes,Continental, American,no
1051,Park Plaza Wallstreet Berlin Mitte,yes,yes,yes,no,no,yes,yes,Continental, Full English/Irish, Vegetarian
1052,Pestana Berlin Tiergarten,yes,yes,yes,no,yes,yes,yes,Full English/Irish, Vegetarian, Vegan
1053,Yggotel Ravn,no,no,yes,no,no,yes,yes,Vegetarian,no,no
1054,Select Hotel Berlin Spiegelturm,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian,no
1055,Motel One Berlin Mitte,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1056,ARCOTEL John F Berlin,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
1057,Motel One Berlin-Potsdamer Platz,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1058,H4 Hotel Berlin Alexanderplatz,yes,yes,yes,no,yes,yes,yes,Continental, American,no
1059,Nena Apartments Moritzplatz,yes,no,yes,no,no,yes,yes,no,no,no
1060,Hotel Kiez Pension Berlin,yes,yes,yes,no,yes,yes,no,Continental,no,no
1061,TITANIC Gendarmenmarkt Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1062,"Sir Savigny Hotel, Berlin, a Member of Design Hotels",yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1063,Hotel Columbia,yes,no,yes,no,no,yes,yes,no,no,no
1064,City Hotel Berlin East,yes,yes,yes,yes,yes,yes,yes,Continental,no,no
1065,Ballhaus Berlin Hostel,yes,no,yes,no,yes,yes,yes,no,no,no
1066,Hotel Berlin Mitte by Campanile,yes,no,yes,no,yes,yes,yes,Continental,no,no
1067,Dorint Kurfürstendamm Berlin,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1068,BNB near Brandenburg Gate - Rooms & Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
1069,Hotel Garni Aaberna,yes,no,no,no,no,yes,no,no,no,no
1070,NH Berlin Alexanderplatz,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
1071,ibis Hotel Berlin Mitte,yes,yes,yes,no,yes,no,yes,Vegetarian, Gluten-free,no
1072,SANA Berlin Hotel,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1073,Mercure Hotel MOA Berlin,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
1074,Mercure Hotel Berlin Mitte,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1075,greet Berlin Alexanderplatz,yes,no,yes,no,no,yes,yes,Continental,no,no
1076,Hotel Prens Berlin,yes,yes,yes,no,yes,yes,yes,Continental,no,no
1077,Summer Nightscape,yes,no,no,no,no,yes,no,no,no,no
1078,Hotel Bristol Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1079,Hotel Transit Loft,yes,yes,yes,no,yes,yes,yes,Continental,no,no
1080,BNB Potsdamer Platz - Rooms & Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
1081,INNSiDE by Meliá Berlin Mitte,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1082,Mercure Hotel Berlin City,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1083,The Weinmeister Berlin-Mitte - Adults Only,yes,no,yes,no,no,yes,yes,no,no,no
1084,Hotel Kaiser,yes,yes,yes,no,no,yes,yes,no,no,no
1085,Living Hotel Weißensee,yes,yes,yes,no,yes,yes,yes,Vegetarian, Gluten-free, Buffet
1086,Grünau Hotel,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian,no
1087,Hotel & Apartments Zarenhof Berlin Prenzlauer Berg,yes,yes,yes,no,no,yes,yes,Buffet,no,no
1088,Hotel Pankow,yes,yes,yes,no,yes,yes,yes,Vegetarian, Gluten-free, Buffet
1089,Nena Apartments - Bergmannkiez ehm Traumbergflats,yes,no,yes,no,no,yes,no,no,no,no
1090,NEW! limehome Berlin Stresemannstr,yes,no,yes,no,no,yes,yes,no,no,no
1091,acom Hotel Berlin-City South,yes,yes,yes,no,yes,yes,yes,Continental,no,no
1092,Nena Apartments - Kreuzberg 61,yes,yes,yes,no,no,yes,yes,no,no,no
1093,Hotel Astrid am Kurfürstendamm,yes,yes,yes,no,no,yes,no,no,no,no
1094,B&B Hotel Berlin-Tiergarten,yes,yes,yes,no,no,yes,yes,Continental, Buffet,no
1095,Vienna House by Wyndham Andel's Berlin,yes,no,yes,yes,yes,yes,yes,Vegetarian, Vegan, Gluten-free
1096,nhow Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
1097,Hotel-Pension Cortina,yes,yes,yes,no,no,yes,yes,no,no,no
1098,Leonardo Hotel Berlin KU'DAMM,yes,no,yes,no,no,yes,yes,Continental, Vegetarian,no
1099,a&o Berlin Kolumbus,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
1100,NH Berlin Potsdamer Platz,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
1101,Best Western Hotel Kantstrasse Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Buffet,no
1102,Hotel 38,yes,no,yes,no,yes,yes,yes,Continental,no,no
1103,Hotel M68,yes,yes,yes,no,yes,yes,no,Continental, Vegetarian,no
1104,Aspria Berlin Ku'damm,yes,yes,yes,no,no,yes,yes,Continental, Vegetarian, Vegan
1105,Happy Go Lucky Hotel + Hostel,yes,yes,yes,no,no,yes,no,Vegetarian, Vegan, Gluten-free
1106,Hotel Lützow,yes,yes,yes,no,no,yes,yes,Continental,no,no
1107,Hotel Vivaldi Berlin am Kurfürstendamm,yes,yes,yes,no,no,yes,yes,no,no,no
1108,MEININGER Hotel Berlin East Side Gallery,yes,yes,yes,no,yes,yes,yes,Continental,no,no
1109,fjord hotel berlin,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1110,acama Hotel & Hostel Kreuzberg,yes,yes,yes,no,no,yes,yes,Continental, Vegetarian, Vegan
1111,SO/Berlin Das Stue,yes,no,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
1112,Hotel City Green Berlin,yes,yes,yes,no,no,yes,yes,Continental, Halal,no
1113,Hotel Steglitz International,yes,yes,yes,no,yes,yes,yes,Gluten-free, American,no
1114,Upper Room Hotel Kurfürstendamm,yes,yes,yes,no,no,yes,yes,Vegetarian, Gluten-free,no
1115,"Wilde Aparthotels by Staycity, Berlin, Checkpoint Charlie",yes,yes,yes,no,no,yes,yes,no,no,no
1116,Art Apartments,yes,yes,yes,no,yes,yes,yes,no,no,no
1117,Hotel am Borsigturm,yes,no,yes,no,yes,yes,yes,Vegetarian, Gluten-free, Buffet
1118,Quentin Boutique Hotel,yes,yes,yes,no,yes,yes,yes,Continental,no,no
1119,Heart of Gold Hostel Berlin,yes,no,yes,no,yes,yes,yes,Continental,no,no
1120,"Hotel Indigo Berlin – Ku’damm, an IHG Hotel",yes,no,yes,no,yes,yes,yes,Buffet,no,no
1121,Hotel Residenz Begaswinkel,yes,no,yes,no,no,yes,no,no,no,no
1122,Quentin Design Hotel Berlin,yes,yes,yes,no,no,yes,yes,Continental,no,no
1123,Hotel Central Inn am Hauptbahnhof,yes,yes,yes,no,no,yes,yes,no,no,no
1124,Novotel Berlin Am Tiergarten,no,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1125,Mercure Hotel Berlin Zentrum Superior,yes,no,yes,no,yes,yes,yes,Continental, Buffet,no
1126,Nena Apartments Hermannplatz,yes,no,yes,no,no,yes,yes,no,no,no
1127,Pullman Berlin Schweizerhof,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1128,Hotel MANI by AMANO,yes,no,yes,no,yes,yes,yes,Continental,no,no
1129,PREMIUM Hostel,yes,yes,yes,no,yes,yes,no,no,no,no
1130,Park Plaza Berlin Kudamm,yes,no,yes,no,no,yes,yes,Buffet,no,no
1131,Hotel Domicil Berlin by Golden Tulip,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
1132,Die Fabrik - baxpax Hotel,yes,no,yes,no,yes,yes,no,Continental,no,no
1133,"Hotel am Steinplatz, Autograph Collection",yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1134,Müggelseeperle,yes,no,yes,no,no,yes,yes,Vegetarian, Vegan, American
1135,Classik Hotel Alexander Plaza,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
1136,Motel Plus Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1137,New Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
1138,M-Pire Hotel Berlin,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Halal
1139,Hotel Arena Rooms - Berlin Mitte,yes,no,yes,no,no,yes,no,no,no,no
1140,Leonardo Boutique Hotel Berlin City South,yes,no,yes,no,yes,yes,yes,Continental,no,no
1141,Hotel BIRGIT Berlin Mitte,yes,yes,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
1142,about:berlin Hotel,yes,no,yes,no,yes,yes,yes,Vegetarian,no,no
1143,Capri by Fraser Berlin,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
1144,CLUB Lodges Berlin Mitte,yes,yes,yes,no,yes,yes,no,no,no,no
1145,Hotel Messe am Funkturm,yes,yes,yes,no,no,yes,yes,no,no,no
1146,limehome Berlin Luise Henriette Str - Digital Access,yes,yes,yes,no,no,yes,yes,no,no,no
1147,relexa hotel Stuttgarter Hof,yes,no,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
1148,Pension Marie Prenzlauer Berg,yes,yes,yes,no,no,yes,no,no,no,no
1149,Lux 11 Berlin-Mitte,yes,yes,yes,no,no,yes,yes,no,no,no
1150,Rocco Forte Hotel De Rome,yes,no,yes,no,yes,yes,yes,Continental, Italian,no
1151,Campanile Hotel - Birmingham,yes,yes,yes,no,yes,yes,yes,Full English/Irish, Vegetarian, Gluten-free
1152,Oriental Suite 2 BED 2 BATH Netflix and FREE Parking,yes,yes,no,no,no,yes,yes,no,no,no
1153,"Holiday Inn Express - Birmingham - City Centre, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Buffet, Breakfast to go,no
1154,"Birmingham Strathallan Hotel, BW Signature Collection",yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish,no
1155,ibis budget Birmingham Centre,yes,no,yes,no,no,yes,yes,Continental, Buffet,no
1156,Hampton by Hilton Birmingham Broad Street,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1157,Hampton by Hilton Birmingham Jewellery Quarter,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Gluten-free
1158,Superb 1 Bedroom Serviced Apartment In City Centre,yes,yes,yes,no,no,yes,no,no,no,no
1159,"Holiday Inn Express Birmingham Star City, an IHG Hotel",yes,yes,yes,no,yes,yes,no,Continental, Full English/Irish,no
1160,Haya Guest House,yes,no,yes,no,no,yes,no,Continental, Vegetarian, Halal
1161,Bloc Hotel Birmingham,yes,no,yes,no,no,yes,yes,no,no,no
1162,"Holiday Inn Express Birmingham - Snow Hill, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Continental,no,no
1163,Peter Scott House Birmingham,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1164,Aparthotel Adagio Birmingham City Centre,yes,yes,yes,no,no,yes,yes,Continental,no,no
1165,"Holiday Inn Birmingham City, an IHG Hotel",yes,no,yes,no,yes,yes,yes,Full English/Irish,no,no
1166,Wray And Whyte House,yes,no,yes,no,yes,yes,no,no,no,no
1167,Leonardo Royal Hotel Birmingham - formerly Jurys Inn,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1168,The Fountain Inn,no,yes,yes,no,yes,no,no,no,no,no
1169,Aloft Birmingham Eastside,yes,yes,yes,no,yes,yes,yes,Full English/Irish,no,no
1170,Best Western Plough and Harrow Hotel,yes,yes,yes,no,yes,yes,no,Continental, Full English/Irish, Vegetarian
1171,"Staybridge Suites Birmingham, an IHG Hotel",yes,no,yes,no,no,yes,yes,Continental, Full English/Irish, Vegetarian
1172,"Radisson Blu Hotel, Birmingham",yes,yes,yes,no,yes,yes,yes,Full English/Irish, Gluten-free,no
1173,The President,yes,yes,yes,no,no,yes,yes,no,no,no
1174,The Bournbrook Inn,yes,yes,yes,no,yes,yes,no,Full English/Irish, Gluten-free,no
1175,Selina Birmingham,yes,yes,yes,no,yes,yes,no,Continental,no,no
1176,Hilton Garden Inn Birmingham Brindley Place,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1177,Staycity Aparthotels Birmingham Jewellery Quarter,yes,yes,yes,no,yes,yes,yes,Full English/Irish,no,no
1178,Absolute Stays at The Qube -Utilita-City Center-The Rep-ICC-NIA-Edgbaston Cricket-Free WIFI- Contractors-Seaworld-BrindleyPlace,yes,no,no,no,yes,yes,yes,no,no,no
1179,Novotel Birmingham Centre,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1180,Aparthotel Adagio Birmingham City Centre,yes,yes,yes,no,no,yes,yes,Continental,no,no
1181,Castle Bromwich Hall; Sure Hotel Collection by Best Western,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1182,ibis Birmingham Centre New Street Station Hotel,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1183,3 Floor Townhouse Luxury Living Alara Boutique,yes,no,yes,no,no,no,no,no,no,no
1184,Absolute Stays on Essex - Chinatown - Hippodrome - Alexandra Theatre - Bull Ring - The Rep - B'Ham Intl Airport - Free WiFi - Free Parking - Contractors - Corporates,yes,no,no,no,yes,yes,yes,no,no,no
1185,"Modern 2 Bedroom Apartment in Birmingham City Centre - Perfect for Family, Business and Leisure Stays",yes,no,yes,no,no,yes,yes,no,no,no
1186,The President,yes,yes,yes,no,no,yes,yes,no,no,no
1187,Kunda House Moseley Apartments,yes,no,yes,no,no,yes,no,no,no,no
1188,Cosy 2 bedroom apartment in Birmingham,yes,no,yes,no,no,yes,no,no,no,no
1189,KCS Birmingham City Apartment with Balcony/Parking,yes,yes,yes,no,no,yes,no,no,no,no
1190,City View Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
1191,KCS Luxury Apartment - Broad Street Birmingham,yes,no,yes,no,yes,yes,yes,no,no,no
1192,Lovely Holiday Home in Birmingham City Center 3 Bedrooms House By HF Group,yes,yes,yes,no,no,yes,no,no,no,no
1193,The Blue Piano Guesthouse,yes,yes,yes,no,yes,yes,no,no,no,no
1194,"Crowne Plaza Birmingham City, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1195,One Bedroom Apartment/Studio,no,no,no,no,no,no,no,no,no,no
1196,Delta Hotels by Marriott Birmingham,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1197,The Grand Hotel Birmingham,yes,yes,yes,yes,yes,yes,yes,Full English/Irish, Vegetarian, Vegan
1198,Comfort Inn Birmingham,yes,no,no,no,yes,yes,yes,no,no,no
1199,Charming Oasis in West Midlands with Netflix,yes,no,no,no,no,yes,no,no,no,no
1200,OneFiveSix - Unique Apartments,yes,no,no,no,yes,yes,yes,no,no,no
1201,City Centre Apartment room,yes,yes,yes,no,no,yes,no,no,no,no
1202,Birmingham Central Backpackers,yes,no,no,no,no,no,no,no,no,no
1203,Hotel at Conference Aston,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1204,pentahotel Birmingham,yes,no,yes,no,yes,yes,yes,Full English/Irish, Vegetarian, Vegan
1205,Staycity Aparthotels Birmingham Jewellery Quarter,yes,yes,yes,no,yes,yes,yes,Full English/Irish,no,no
1206,The Moseley Arms,yes,yes,yes,no,yes,yes,no,Full English/Irish, Vegetarian,no
1207,Harold's House,yes,no,yes,no,no,yes,no,no,no,no
1208,Edgbaston Park Hotel Birmingham,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1209,FREE Extra Guest. Heart of Birmingham City Centre,yes,no,yes,no,no,no,no,no,no,no
1210,Bournville House & Cafe,yes,yes,yes,no,no,yes,no,Full English/Irish, Vegetarian, Vegan
1211,Absolute Stays at The Qube -Utilita-City Center-The Rep-ICC-NIA-Edgbaston Cricket-Free WIFI- Contractors-Seaworld-BrindleyPlace,yes,no,no,no,yes,yes,yes,no,no,no
1212,Top Rated Luxury Apartment in city centre,no,no,no,no,no,yes,no,no,no,no
1213,Clayton Hotel Birmingham,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
1214,Birmingham Great Barr Hotel,yes,yes,yes,no,yes,yes,no,Continental, Buffet,no
1215,Macdonald Burlington Hotel,yes,yes,yes,no,yes,yes,yes,Full English/Irish, Vegetarian, Vegan
1216,Paradise,yes,no,no,no,no,yes,no,no,no,no
1217,Normanton,yes,no,no,no,no,yes,no,no,no,no
1218,AC Hotel by Marriott Birmingham,yes,yes,yes,no,yes,yes,yes,Full English/Irish, Vegetarian, Vegan
1219,Summerfield House,yes,no,yes,no,no,yes,no,no,no,no
1220,Malmaison Birmingham,yes,no,yes,no,yes,yes,yes,Full English/Irish, Vegetarian,no
1221,"Holiday Inn Birmingham M6, Jct7, an IHG Hotel",yes,yes,yes,no,yes,yes,no,Continental, Full English/Irish, Vegetarian
1222,Vicarage Lodge Birmingham,yes,no,yes,no,no,no,no,no,no,no
1223,Lana house,no,no,yes,no,no,yes,no,no,no,no
